h_tot_m [mm],PT8_c_m,PT6_m,PT5_m,PT4_m,PT3_m,PT3_m,PT1_w_m,time_h_m [h]
17.112,6.846,2.596,-0.147,-3.74,-6.417,-6.417,-11.436,227.9
17.112,6.845,2.606,-0.14,-3.726,-6.421,-6.421,-11.449,227.9333333
17.112,6.836,2.589,-0.172,-3.741,-6.409,-6.409,-11.445,227.9666667
17.113,6.836,2.589,-0.155,-3.762,-6.423,-6.423,-11.462,228
17.113,6.821,2.576,-0.16,-3.765,-6.451,-6.451,-11.466,228.0333333
17.114,6.827,2.588,-0.166,-3.776,-6.438,-6.438,-11.463,228.0666667
17.114,6.834,2.619,-0.156,-3.749,-6.416,-6.416,-11.441,228.1
17.115,6.833,2.598,-0.142,-3.752,-6.414,-6.414,-11.449,228.1333333
17.115,6.863,2.601,-0.157,-3.745,-6.416,-6.416,-11.448,228.1666667
17.115,6.815,2.558,-0.181,-3.791,-6.46,-6.46,-11.492,228.2
17.116,6.835,2.61,-0.158,-3.747,-6.411,-6.411,-11.455,228.2333333
17.116,6.814,2.56,-0.17,-3.772,-6.441,-6.441,-11.467,228.2666667
17.118,6.861,2.599,-0.167,-3.742,-6.421,-6.421,-11.446,228.3
17.117,6.831,2.577,-0.165,-3.766,-6.444,-6.444,-11.464,228.3333333
17.118,6.832,2.583,-0.17,-3.763,-6.419,-6.419,-11.465,228.3666667
17.118,6.839,2.594,-0.168,-3.763,-6.429,-6.429,-11.448,228.4
17.118,6.828,2.594,-0.164,-3.756,-6.443,-6.443,-11.462,228.4333333
17.119,6.827,2.592,-0.145,-3.744,-6.415,-6.415,-11.445,228.4666667
17.119,6.848,2.599,-0.163,-3.728,-6.416,-6.416,-11.444,228.5
17.12,6.837,2.596,-0.147,-3.76,-6.411,-6.411,-11.437,228.5333333
17.121,6.853,2.613,-0.137,-3.722,-6.409,-6.409,-11.441,228.5666667
17.121,6.843,2.592,-0.166,-3.739,-6.412,-6.412,-11.451,228.6
17.121,6.839,2.606,-0.144,-3.76,-6.432,-6.432,-11.453,228.6333333
17.121,6.848,2.6,-0.158,-3.753,-6.42,-6.42,-11.432,228.6666667
17.122,6.818,2.578,-0.176,-3.759,-6.453,-6.453,-11.46,228.7
17.123,6.836,2.59,-0.158,-3.752,-6.422,-6.422,-11.457,228.7333333
17.124,6.84,2.578,-0.186,-3.772,-6.439,-6.439,-11.454,228.7666667
17.124,6.845,2.602,-0.137,-3.737,-6.412,-6.412,-11.437,228.8
17.125,6.849,2.604,-0.135,-3.74,-6.41,-6.41,-11.442,228.8333333
17.124,6.827,2.578,-0.178,-3.77,-6.461,-6.461,-11.469,228.8666667
17.126,6.827,2.597,-0.162,-3.751,-6.409,-6.409,-11.442,228.9
17.126,6.849,2.616,-0.15,-3.747,-6.418,-6.418,-11.457,228.9333333
17.126,6.8,2.563,-0.21,-3.793,-6.459,-6.459,-11.489,228.9666667
17.127,6.824,2.561,-0.165,-3.769,-6.459,-6.459,-11.465,229
17.127,6.829,2.599,-0.158,-3.747,-6.425,-6.425,-11.45,229.0333333
17.129,6.845,2.598,-0.155,-3.748,-6.413,-6.413,-11.446,229.0666667
17.129,6.844,2.595,-0.164,-3.754,-6.435,-6.435,-11.455,229.1
17.131,6.829,2.596,-0.135,-3.734,-6.402,-6.402,-11.44,229.1333333
17.131,6.825,2.572,-0.171,-3.757,-6.433,-6.433,-11.467,229.1666667
17.132,6.826,2.581,-0.178,-3.759,-6.433,-6.433,-11.462,229.2
17.133,6.845,2.605,-0.164,-3.745,-6.442,-6.442,-11.451,229.2333333
17.133,6.831,2.603,-0.178,-3.741,-6.429,-6.429,-11.462,229.2666667
17.134,6.826,2.584,-0.187,-3.767,-6.443,-6.443,-11.468,229.3
17.134,6.834,2.597,-0.154,-3.742,-6.425,-6.425,-11.451,229.3333333
17.135,6.835,2.597,-0.15,-3.756,-6.431,-6.431,-11.45,229.3666667
17.135,6.85,2.599,-0.147,-3.733,-6.411,-6.411,-11.447,229.4
17.137,6.857,2.612,-0.136,-3.728,-6.403,-6.403,-11.434,229.4333333
17.137,6.832,2.578,-0.171,-3.762,-6.428,-6.428,-11.462,229.4666667
17.138,6.829,2.561,-0.192,-3.778,-6.459,-6.459,-11.465,229.5
17.138,6.848,2.61,-0.141,-3.758,-6.413,-6.413,-11.437,229.5333333
17.139,6.834,2.58,-0.167,-3.754,-6.432,-6.432,-11.457,229.5666667
17.14,6.828,2.589,-0.176,-3.767,-6.434,-6.434,-11.465,229.6
17.141,6.806,2.576,-0.187,-3.786,-6.448,-6.448,-11.488,229.6333333
17.141,6.833,2.601,-0.163,-3.756,-6.432,-6.432,-11.457,229.6666667
17.142,6.818,2.575,-0.183,-3.769,-6.457,-6.457,-11.475,229.7
17.142,6.824,2.573,-0.192,-3.764,-6.447,-6.447,-11.47,229.7333333
17.143,6.809,2.552,-0.184,-3.789,-6.456,-6.456,-11.485,229.7666667
17.144,6.826,2.598,-0.175,-3.784,-6.423,-6.423,-11.453,229.8
17.144,6.836,2.587,-0.159,-3.759,-6.447,-6.447,-11.458,229.8333333
17.145,6.842,2.584,-0.163,-3.765,-6.441,-6.441,-11.466,229.8666667
17.146,6.821,2.594,-0.157,-3.751,-6.431,-6.431,-11.46,229.9
17.146,6.812,2.558,-0.177,-3.779,-6.453,-6.453,-11.476,229.9333333
17.146,6.838,2.579,-0.168,-3.769,-6.427,-6.427,-11.455,229.9666667
17.146,6.812,2.565,-0.183,-3.775,-6.458,-6.458,-11.467,230
17.147,6.838,2.601,-0.14,-3.757,-6.402,-6.402,-11.453,230.0333333
17.147,6.82,2.587,-0.184,-3.764,-6.448,-6.448,-11.463,230.0666667
17.148,6.81,2.557,-0.194,-3.776,-6.452,-6.452,-11.478,230.1
17.148,6.823,2.567,-0.192,-3.774,-6.453,-6.453,-11.463,230.1333333
17.148,6.826,2.58,-0.172,-3.765,-6.42,-6.42,-11.453,230.1666667
17.148,6.83,2.565,-0.179,-3.765,-6.428,-6.428,-11.459,230.2
17.149,6.847,2.563,-0.171,-3.767,-6.425,-6.425,-11.443,230.2333333
17.149,6.821,2.593,-0.18,-3.744,-6.431,-6.431,-11.458,230.2666667
17.15,6.815,2.581,-0.184,-3.757,-6.457,-6.457,-11.468,230.3
17.151,6.836,2.585,-0.168,-3.756,-6.432,-6.432,-11.461,230.3333333
17.15,6.84,2.593,-0.171,-3.75,-6.428,-6.428,-11.448,230.3666667
17.151,6.826,2.593,-0.164,-3.76,-6.429,-6.429,-11.447,230.4
17.152,6.782,2.547,-0.22,-3.792,-6.466,-6.466,-11.497,230.4333333
17.152,6.827,2.576,-0.181,-3.776,-6.458,-6.458,-11.47,230.4666667
17.153,6.824,2.566,-0.181,-3.763,-6.43,-6.43,-11.458,230.5
17.153,6.836,2.595,-0.152,-3.748,-6.424,-6.424,-11.448,230.5333333
17.153,6.839,2.573,-0.177,-3.773,-6.446,-6.446,-11.466,230.5666667
17.155,6.836,2.593,-0.155,-3.745,-6.424,-6.424,-11.446,230.6
17.156,6.819,2.574,-0.187,-3.778,-6.449,-6.449,-11.468,230.6333333
17.155,6.787,2.555,-0.222,-3.807,-6.457,-6.457,-11.493,230.6666667
17.157,6.79,2.559,-0.209,-3.808,-6.481,-6.481,-11.493,230.7
17.157,6.817,2.587,-0.186,-3.772,-6.432,-6.432,-11.461,230.7333333
17.158,6.825,2.578,-0.189,-3.771,-6.433,-6.433,-11.476,230.7666667
17.159,6.842,2.594,-0.176,-3.763,-6.441,-6.441,-11.453,230.8
17.159,6.818,2.582,-0.166,-3.783,-6.45,-6.45,-11.469,230.8333333
17.159,6.825,2.592,-0.172,-3.75,-6.431,-6.431,-11.447,230.8666667
17.16,6.809,2.544,-0.187,-3.788,-6.457,-6.457,-11.472,230.9
17.161,6.832,2.581,-0.183,-3.758,-6.44,-6.44,-11.455,230.9333333
17.161,6.813,2.567,-0.202,-3.772,-6.448,-6.448,-11.475,230.9666667
17.162,6.834,2.584,-0.168,-3.764,-6.437,-6.437,-11.468,231
17.162,6.793,2.566,-0.185,-3.781,-6.463,-6.463,-11.483,231.0333333
17.162,6.84,2.603,-0.165,-3.737,-6.405,-6.405,-11.423,231.0666667
17.164,6.848,2.589,-0.17,-3.762,-6.434,-6.434,-11.461,231.1
17.164,6.852,2.587,-0.17,-3.756,-6.413,-6.413,-11.441,231.1333333
17.165,6.829,2.586,-0.173,-3.741,-6.422,-6.422,-11.445,231.1666667
17.165,6.809,2.56,-0.187,-3.778,-6.454,-6.454,-11.468,231.2
17.165,6.841,2.592,-0.162,-3.76,-6.438,-6.438,-11.47,231.2333333
17.167,6.795,2.537,-0.204,-3.792,-6.456,-6.456,-11.491,231.2666667
17.167,6.843,2.583,-0.154,-3.754,-6.429,-6.429,-11.452,231.3
17.168,6.812,2.581,-0.182,-3.774,-6.428,-6.428,-11.473,231.3333333
17.168,6.819,2.553,-0.197,-3.783,-6.447,-6.447,-11.484,231.3666667
17.169,6.83,2.59,-0.176,-3.763,-6.428,-6.428,-11.453,231.4
17.169,6.825,2.586,-0.175,-3.739,-6.438,-6.438,-11.459,231.4333333
17.169,6.812,2.579,-0.181,-3.778,-6.441,-6.441,-11.466,231.4666667
17.17,6.814,2.582,-0.182,-3.77,-6.436,-6.436,-11.454,231.5
17.171,6.831,2.581,-0.176,-3.773,-6.438,-6.438,-11.462,231.5333333
17.171,6.812,2.555,-0.184,-3.771,-6.437,-6.437,-11.482,231.5666667
17.171,6.823,2.582,-0.171,-3.777,-6.437,-6.437,-11.446,231.6
17.172,6.823,2.591,-0.161,-3.762,-6.43,-6.43,-11.459,231.6333333
17.172,6.809,2.558,-0.205,-3.782,-6.461,-6.461,-11.479,231.6666667
17.173,6.837,2.61,-0.173,-3.76,-6.431,-6.431,-11.443,231.7
17.173,6.825,2.586,-0.173,-3.764,-6.442,-6.442,-11.458,231.7333333
17.174,6.817,2.566,-0.194,-3.782,-6.44,-6.44,-11.48,231.7666667
17.174,6.827,2.596,-0.164,-3.75,-6.42,-6.42,-11.452,231.8
17.174,6.82,2.588,-0.185,-3.77,-6.43,-6.43,-11.47,231.8333333
17.175,6.825,2.577,-0.178,-3.778,-6.447,-6.447,-11.453,231.8666667
17.176,6.792,2.531,-0.21,-3.808,-6.491,-6.491,-11.489,231.9
17.176,6.815,2.566,-0.206,-3.803,-6.462,-6.462,-11.478,231.9333333
17.176,6.798,2.56,-0.213,-3.795,-6.454,-6.454,-11.499,231.9666667
17.177,6.809,2.555,-0.195,-3.788,-6.46,-6.46,-11.481,232
17.177,6.828,2.572,-0.19,-3.781,-6.459,-6.459,-11.473,232.0333333
17.178,6.841,2.579,-0.19,-3.772,-6.445,-6.445,-11.457,232.0666667
17.178,6.805,2.574,-0.2,-3.792,-6.457,-6.457,-11.487,232.1
17.179,6.825,2.569,-0.182,-3.778,-6.443,-6.443,-11.464,232.1333333
17.18,6.79,2.525,-0.216,-3.831,-6.487,-6.487,-11.492,232.1666667
17.179,6.806,2.545,-0.207,-3.796,-6.462,-6.462,-11.478,232.2
17.181,6.826,2.579,-0.192,-3.779,-6.45,-6.45,-11.477,232.2333333
17.18,6.83,2.586,-0.161,-3.773,-6.436,-6.436,-11.474,232.2666667
17.181,6.814,2.544,-0.209,-3.783,-6.479,-6.479,-11.465,232.3
17.182,6.816,2.575,-0.202,-3.788,-6.456,-6.456,-11.476,232.3333333
17.182,6.813,2.571,-0.203,-3.79,-6.477,-6.477,-11.466,232.3666667
17.183,6.823,2.571,-0.186,-3.798,-6.456,-6.456,-11.481,232.4
17.183,6.819,2.544,-0.195,-3.796,-6.462,-6.462,-11.468,232.4333333
17.183,6.849,2.599,-0.159,-3.752,-6.417,-6.417,-11.448,232.4666667
17.184,6.8,2.541,-0.199,-3.793,-6.471,-6.471,-11.484,232.5
17.184,6.812,2.563,-0.178,-3.777,-6.457,-6.457,-11.467,232.5333333
17.185,6.823,2.585,-0.186,-3.768,-6.454,-6.454,-11.465,232.5666667
17.185,6.807,2.558,-0.205,-3.786,-6.461,-6.461,-11.497,232.6
17.185,6.806,2.557,-0.21,-3.808,-6.477,-6.477,-11.49,232.6333333
17.186,6.808,2.56,-0.189,-3.782,-6.453,-6.453,-11.48,232.6666667
17.187,6.787,2.56,-0.208,-3.787,-6.46,-6.46,-11.48,232.7
17.187,6.809,2.542,-0.211,-3.799,-6.462,-6.462,-11.47,232.7333333
17.187,6.828,2.559,-0.175,-3.779,-6.449,-6.449,-11.463,232.7666667
17.188,6.823,2.576,-0.172,-3.772,-6.432,-6.432,-11.453,232.8
17.189,6.814,2.59,-0.184,-3.761,-6.452,-6.452,-11.473,232.8333333
17.19,6.834,2.582,-0.167,-3.772,-6.428,-6.428,-11.448,232.8666667
17.19,6.832,2.581,-0.173,-3.775,-6.442,-6.442,-11.463,232.9
17.191,6.849,2.598,-0.157,-3.756,-6.424,-6.424,-11.445,232.9333333
17.191,6.819,2.55,-0.189,-3.808,-6.469,-6.469,-11.487,232.9666667
17.192,6.81,2.541,-0.208,-3.786,-6.474,-6.474,-11.484,233
17.192,6.805,2.546,-0.202,-3.803,-6.468,-6.468,-11.485,233.0333333
17.194,6.835,2.574,-0.183,-3.777,-6.439,-6.439,-11.457,233.0666667
17.195,6.818,2.563,-0.204,-3.79,-6.465,-6.465,-11.475,233.1
17.196,6.833,2.582,-0.182,-3.772,-6.443,-6.443,-11.475,233.1333333
17.197,6.858,2.597,-0.141,-3.748,-6.424,-6.424,-11.445,233.1666667
17.197,6.835,2.573,-0.171,-3.759,-6.446,-6.446,-11.456,233.2
17.197,6.814,2.57,-0.187,-3.768,-6.436,-6.436,-11.464,233.2333333
17.198,6.833,2.583,-0.171,-3.766,-6.441,-6.441,-11.455,233.2666667
17.198,6.813,2.594,-0.183,-3.784,-6.446,-6.446,-11.457,233.3
17.2,6.829,2.583,-0.172,-3.765,-6.431,-6.431,-11.457,233.3333333
17.2,6.854,2.596,-0.165,-3.749,-6.414,-6.414,-11.445,233.3666667
17.201,6.848,2.589,-0.17,-3.753,-6.425,-6.425,-11.47,233.4
17.202,6.827,2.552,-0.191,-3.789,-6.464,-6.464,-11.481,233.4333333
17.202,6.805,2.56,-0.209,-3.791,-6.46,-6.46,-11.479,233.4666667
17.203,6.854,2.596,-0.171,-3.75,-6.419,-6.419,-11.44,233.5
17.204,6.832,2.58,-0.163,-3.766,-6.459,-6.459,-11.459,233.5333333
17.205,6.835,2.583,-0.173,-3.763,-6.434,-6.434,-11.475,233.5666667
17.205,6.829,2.563,-0.188,-3.775,-6.44,-6.44,-11.488,233.6
17.206,6.842,2.605,-0.161,-3.745,-6.422,-6.422,-11.445,233.6333333
17.206,6.825,2.566,-0.186,-3.782,-6.448,-6.448,-11.485,233.6666667
17.207,6.835,2.601,-0.174,-3.753,-6.44,-6.44,-11.448,233.7
17.207,6.79,2.543,-0.208,-3.803,-6.457,-6.457,-11.479,233.7333333
17.208,6.841,2.578,-0.18,-3.751,-6.439,-6.439,-11.443,233.7666667
17.208,6.802,2.56,-0.191,-3.778,-6.448,-6.448,-11.481,233.8
17.208,6.813,2.559,-0.185,-3.797,-6.466,-6.466,-11.472,233.8333333
17.209,6.802,2.545,-0.228,-3.796,-6.475,-6.475,-11.489,233.8666667
17.209,6.835,2.585,-0.18,-3.772,-6.43,-6.43,-11.453,233.9
17.21,6.818,2.571,-0.182,-3.782,-6.448,-6.448,-11.473,233.9333333
17.211,6.806,2.565,-0.194,-3.773,-6.451,-6.451,-11.477,233.9666667
17.211,6.804,2.56,-0.202,-3.808,-6.452,-6.452,-11.494,234
17.212,6.825,2.579,-0.176,-3.767,-6.44,-6.44,-11.464,234.0333333
17.214,6.81,2.566,-0.206,-3.8,-6.456,-6.456,-11.473,234.0666667
17.213,6.802,2.537,-0.192,-3.803,-6.472,-6.472,-11.497,234.1
17.214,6.809,2.566,-0.196,-3.789,-6.456,-6.456,-11.483,234.1333333
17.215,6.807,2.556,-0.202,-3.787,-6.458,-6.458,-11.477,234.1666667
17.217,6.813,2.557,-0.19,-3.773,-6.458,-6.458,-11.489,234.2
17.217,6.812,2.563,-0.185,-3.777,-6.439,-6.439,-11.479,234.2333333
17.219,6.814,2.562,-0.19,-3.79,-6.458,-6.458,-11.494,234.2666667
17.218,6.806,2.55,-0.209,-3.8,-6.456,-6.456,-11.487,234.3
17.219,6.818,2.585,-0.191,-3.779,-6.442,-6.442,-11.466,234.3333333
17.22,6.814,2.568,-0.19,-3.785,-6.455,-6.455,-11.486,234.3666667
17.22,6.83,2.586,-0.174,-3.771,-6.434,-6.434,-11.462,234.4
17.219,6.818,2.575,-0.187,-3.778,-6.441,-6.441,-11.476,234.4333333
17.22,6.8,2.548,-0.214,-3.801,-6.47,-6.47,-11.499,234.4666667
17.22,6.82,2.565,-0.168,-3.772,-6.433,-6.433,-11.462,234.5
17.221,6.801,2.549,-0.194,-3.797,-6.47,-6.47,-11.492,234.5333333
17.221,6.839,2.597,-0.176,-3.77,-6.437,-6.437,-11.466,234.5666667
17.221,6.802,2.543,-0.22,-3.805,-6.474,-6.474,-11.499,234.6
17.221,6.834,2.598,-0.164,-3.761,-6.431,-6.431,-11.434,234.6333333
17.222,6.803,2.555,-0.188,-3.789,-6.463,-6.463,-11.486,234.6666667
17.222,6.84,2.585,-0.164,-3.761,-6.441,-6.441,-11.457,234.7
17.222,6.833,2.585,-0.183,-3.775,-6.436,-6.436,-11.458,234.7333333
17.223,6.831,2.607,-0.164,-3.75,-6.433,-6.433,-11.454,234.7666667
17.223,6.805,2.559,-0.201,-3.793,-6.459,-6.459,-11.487,234.8
17.224,6.832,2.592,-0.166,-3.767,-6.418,-6.418,-11.454,234.8333333
17.225,6.821,2.579,-0.166,-3.772,-6.424,-6.424,-11.472,234.8666667
17.225,6.811,2.55,-0.2,-3.807,-6.457,-6.457,-11.493,234.9
17.225,6.835,2.571,-0.195,-3.781,-6.444,-6.444,-11.462,234.9333333
17.225,6.821,2.591,-0.182,-3.763,-6.454,-6.454,-11.456,234.9666667
17.226,6.796,2.567,-0.208,-3.784,-6.45,-6.45,-11.505,235
17.226,6.81,2.569,-0.18,-3.782,-6.453,-6.453,-11.47,235.0333333
17.226,6.835,2.58,-0.174,-3.764,-6.441,-6.441,-11.429,235.0666667
17.227,6.815,2.569,-0.181,-3.775,-6.454,-6.454,-11.464,235.1
17.227,6.825,2.576,-0.176,-3.785,-6.437,-6.437,-11.468,235.1333333
17.228,6.822,2.548,-0.216,-3.795,-6.468,-6.468,-11.48,235.1666667
17.229,6.839,2.582,-0.189,-3.781,-6.458,-6.458,-11.458,235.2
17.229,6.802,2.55,-0.194,-3.787,-6.464,-6.464,-11.476,235.2333333
17.23,6.834,2.581,-0.182,-3.786,-6.439,-6.439,-11.465,235.2666667
17.23,6.823,2.562,-0.192,-3.795,-6.462,-6.462,-11.472,235.3
17.231,6.829,2.564,-0.186,-3.786,-6.455,-6.455,-11.474,235.3333333
17.23,6.827,2.573,-0.18,-3.77,-6.443,-6.443,-11.464,235.3666667
17.231,6.838,2.604,-0.16,-3.756,-6.412,-6.412,-11.445,235.4
17.231,6.841,2.579,-0.174,-3.77,-6.444,-6.444,-11.445,235.4333333
17.232,6.832,2.552,-0.182,-3.767,-6.449,-6.449,-11.464,235.4666667
17.233,6.82,2.585,-0.167,-3.752,-6.439,-6.439,-11.451,235.5
17.233,6.819,2.569,-0.181,-3.778,-6.456,-6.456,-11.473,235.5333333
17.233,6.801,2.568,-0.204,-3.792,-6.478,-6.478,-11.485,235.5666667
17.234,6.816,2.567,-0.199,-3.786,-6.45,-6.45,-11.477,235.6
17.234,6.827,2.575,-0.184,-3.785,-6.458,-6.458,-11.481,235.6333333
17.234,6.824,2.583,-0.198,-3.794,-6.457,-6.457,-11.478,235.6666667
17.235,6.807,2.559,-0.192,-3.787,-6.472,-6.472,-11.477,235.7
17.235,6.806,2.564,-0.21,-3.79,-6.456,-6.456,-11.479,235.7333333
17.235,6.844,2.582,-0.183,-3.774,-6.428,-6.428,-11.458,235.7666667
17.236,6.83,2.593,-0.164,-3.774,-6.445,-6.445,-11.448,235.8
17.237,6.825,2.553,-0.205,-3.789,-6.46,-6.46,-11.47,235.8333333
17.237,6.827,2.584,-0.154,-3.765,-6.445,-6.445,-11.451,235.8666667
17.238,6.843,2.61,-0.156,-3.757,-6.418,-6.418,-11.429,235.9
17.239,6.837,2.585,-0.177,-3.758,-6.419,-6.419,-11.455,235.9333333
17.238,6.846,2.587,-0.163,-3.769,-6.43,-6.43,-11.445,235.9666667
17.239,6.825,2.559,-0.195,-3.813,-6.461,-6.461,-11.478,236
17.239,6.846,2.6,-0.159,-3.767,-6.418,-6.418,-11.449,236.0333333
17.239,6.803,2.557,-0.206,-3.81,-6.471,-6.471,-11.494,236.0666667
17.24,6.816,2.558,-0.18,-3.794,-6.446,-6.446,-11.479,236.1
17.24,6.837,2.594,-0.17,-3.775,-6.446,-6.446,-11.452,236.1333333
17.24,6.839,2.586,-0.186,-3.78,-6.441,-6.441,-11.473,236.1666667
17.241,6.835,2.558,-0.182,-3.8,-6.452,-6.452,-11.469,236.2
17.241,6.836,2.572,-0.18,-3.773,-6.476,-6.476,-11.48,236.2333333
17.243,6.81,2.566,-0.192,-3.79,-6.462,-6.462,-11.484,236.2666667
17.243,6.838,2.588,-0.164,-3.76,-6.432,-6.432,-11.456,236.3
17.243,6.824,2.598,-0.171,-3.761,-6.423,-6.423,-11.444,236.3333333
17.244,6.795,2.549,-0.216,-3.798,-6.466,-6.466,-11.504,236.3666667
17.244,6.826,2.563,-0.203,-3.801,-6.464,-6.464,-11.488,236.4
17.245,6.818,2.581,-0.182,-3.758,-6.437,-6.437,-11.45,236.4333333
17.246,6.822,2.573,-0.2,-3.793,-6.468,-6.468,-11.486,236.4666667
17.246,6.816,2.551,-0.209,-3.792,-6.47,-6.47,-11.482,236.5
17.246,6.792,2.557,-0.193,-3.802,-6.467,-6.467,-11.475,236.5333333
17.247,6.772,2.534,-0.234,-3.85,-6.509,-6.509,-11.511,236.5666667
17.248,6.792,2.551,-0.217,-3.817,-6.494,-6.494,-11.501,236.6
17.249,6.781,2.543,-0.219,-3.812,-6.485,-6.485,-11.504,236.6333333
17.249,6.826,2.566,-0.182,-3.795,-6.461,-6.461,-11.476,236.6666667
17.25,6.815,2.571,-0.19,-3.786,-6.453,-6.453,-11.473,236.7
17.25,6.796,2.565,-0.217,-3.808,-6.465,-6.465,-11.483,236.7333333
17.251,6.804,2.556,-0.21,-3.806,-6.462,-6.462,-11.479,236.7666667
17.252,6.8,2.53,-0.214,-3.832,-6.478,-6.478,-11.494,236.8
17.252,6.839,2.591,-0.175,-3.779,-6.443,-6.443,-11.456,236.8333333
17.254,6.818,2.571,-0.179,-3.791,-6.439,-6.439,-11.473,236.8666667
17.255,6.784,2.526,-0.213,-3.836,-6.499,-6.499,-11.506,236.9
17.255,6.833,2.569,-0.178,-3.772,-6.434,-6.434,-11.471,236.9333333
17.256,6.819,2.562,-0.205,-3.802,-6.472,-6.472,-11.481,236.9666667
17.257,6.825,2.554,-0.192,-3.793,-6.465,-6.465,-11.486,237
17.258,6.795,2.535,-0.215,-3.81,-6.496,-6.496,-11.515,237.0333333
17.258,6.799,2.556,-0.201,-3.788,-6.457,-6.457,-11.499,237.0666667
17.259,6.824,2.559,-0.192,-3.809,-6.462,-6.462,-11.489,237.1
17.26,6.782,2.522,-0.23,-3.818,-6.486,-6.486,-11.504,237.1333333
17.261,6.827,2.573,-0.18,-3.775,-6.452,-6.452,-11.466,237.1666667
17.261,6.801,2.551,-0.207,-3.806,-6.467,-6.467,-11.492,237.2
17.262,6.798,2.533,-0.219,-3.817,-6.492,-6.492,-11.497,237.2333333
17.263,6.789,2.529,-0.236,-3.819,-6.486,-6.486,-11.499,237.2666667
17.265,6.81,2.565,-0.195,-3.789,-6.459,-6.459,-11.479,237.3
17.265,6.803,2.536,-0.209,-3.803,-6.464,-6.464,-11.498,237.3333333
17.266,6.798,2.559,-0.211,-3.819,-6.483,-6.483,-11.482,237.3666667
17.266,6.786,2.539,-0.221,-3.812,-6.479,-6.479,-11.482,237.4
17.267,6.814,2.558,-0.212,-3.807,-6.462,-6.462,-11.499,237.4333333
17.269,6.835,2.579,-0.175,-3.786,-6.446,-6.446,-11.465,237.4666667
17.269,6.804,2.565,-0.193,-3.781,-6.484,-6.484,-11.474,237.5
17.27,6.838,2.571,-0.173,-3.775,-6.441,-6.441,-11.466,237.5333333
17.27,6.825,2.573,-0.193,-3.77,-6.45,-6.45,-11.476,237.5666667
17.272,6.804,2.563,-0.195,-3.796,-6.466,-6.466,-11.489,237.6
17.272,6.834,2.584,-0.189,-3.772,-6.439,-6.439,-11.459,237.6333333
17.272,6.808,2.555,-0.214,-3.809,-6.482,-6.482,-11.486,237.6666667
17.273,6.798,2.512,-0.217,-3.807,-6.491,-6.491,-11.498,237.7
17.273,6.804,2.551,-0.208,-3.794,-6.483,-6.483,-11.486,237.7333333
17.274,6.81,2.562,-0.195,-3.795,-6.459,-6.459,-11.462,237.7666667
17.275,6.796,2.549,-0.223,-3.797,-6.479,-6.479,-11.501,237.8
17.275,6.795,2.531,-0.213,-3.809,-6.494,-6.494,-11.494,237.8333333
17.275,6.782,2.542,-0.212,-3.799,-6.475,-6.475,-11.49,237.8666667
17.275,6.806,2.559,-0.191,-3.79,-6.458,-6.458,-11.48,237.9
17.276,6.804,2.555,-0.203,-3.798,-6.486,-6.486,-11.493,237.9333333
17.276,6.833,2.577,-0.184,-3.766,-6.441,-6.441,-11.461,237.9666667
17.277,6.804,2.549,-0.2,-3.801,-6.477,-6.477,-11.484,238
17.277,6.823,2.548,-0.171,-3.77,-6.47,-6.47,-11.485,238.0333333
17.278,6.798,2.547,-0.213,-3.81,-6.476,-6.476,-11.507,238.0666667
17.278,6.804,2.546,-0.192,-3.794,-6.471,-6.471,-11.473,238.1
17.278,6.799,2.551,-0.194,-3.792,-6.45,-6.45,-11.476,238.1333333
17.279,6.813,2.543,-0.207,-3.802,-6.475,-6.475,-11.484,238.1666667
17.28,6.814,2.553,-0.19,-3.799,-6.463,-6.463,-11.486,238.2
17.28,6.812,2.553,-0.208,-3.792,-6.458,-6.458,-11.478,238.2333333
17.281,6.803,2.535,-0.216,-3.803,-6.489,-6.489,-11.494,238.2666667
17.281,6.813,2.553,-0.2,-3.796,-6.449,-6.449,-11.465,238.3
17.282,6.812,2.543,-0.185,-3.811,-6.459,-6.459,-11.481,238.3333333
17.283,6.819,2.568,-0.186,-3.779,-6.467,-6.467,-11.463,238.3666667
17.283,6.78,2.525,-0.228,-3.824,-6.503,-6.503,-11.514,238.4
17.283,6.815,2.575,-0.197,-3.778,-6.451,-6.451,-11.473,238.4333333
17.283,6.818,2.549,-0.198,-3.789,-6.479,-6.479,-11.479,238.4666667
17.284,6.828,2.587,-0.191,-3.78,-6.438,-6.438,-11.47,238.5
17.285,6.776,2.546,-0.217,-3.8,-6.462,-6.462,-11.491,238.5333333
17.285,6.815,2.564,-0.181,-3.781,-6.46,-6.46,-11.472,238.5666667
17.285,6.801,2.552,-0.188,-3.765,-6.45,-6.45,-11.465,238.6
17.286,6.829,2.586,-0.177,-3.768,-6.433,-6.433,-11.464,238.6333333
17.286,6.792,2.558,-0.197,-3.803,-6.472,-6.472,-11.482,238.6666667
17.286,6.816,2.57,-0.184,-3.772,-6.458,-6.458,-11.461,238.7
17.287,6.798,2.565,-0.221,-3.783,-6.478,-6.478,-11.486,238.7333333
17.287,6.789,2.545,-0.214,-3.795,-6.47,-6.47,-11.483,238.7666667
17.282,6.817,2.556,-0.207,-3.792,-6.478,-6.478,-11.471,238.8
17.282,6.813,2.548,-0.202,-3.803,-6.465,-6.465,-11.485,238.8333333
